CCV_AUC,SCV_AUC
0.86136,0.7675
0.85642,0.7339
0.8604,0.7471
0.86586,0.75594
0.85746,0.76176
0.85846,0.75272
0.85724,0.76332
0.86578,0.74582
0.8636,0.76072
0.85762,0.7608
