CCV_AUC,SCV_AUC
0.97588,0.9497
0.97544,0.95482
0.97506,0.93722
0.97368,0.93464
0.97474,0.94052
0.97482,0.92586
0.97502,0.94752
0.97534,0.92578
0.97594,0.90964
0.97434,0.9432
