CCV_AUC,SCV_AUC
0.75838,0.69118
0.75944,0.69416
0.76314,0.70352
0.7596,0.70884
0.75662,0.7018
0.75798,0.72148
0.76178,0.70366
0.7563,0.69886
0.75882,0.68784
0.76246,0.69822
