CCV_AUC,SCV_AUC
0.73188,0.67864
0.7345,0.68132
0.73796,0.68768
0.73278,0.69486
0.74034,0.69328
0.73672,0.66838
0.73522,0.69198
0.73808,0.69836
0.72978,0.69674
0.7303,0.69588
