CCV_AUC,SCV_AUC
0.86954,0.75548
0.86988,0.76802
0.8695,0.77226
0.87062,0.75382
0.87252,0.75338
0.87642,0.78926
0.867,0.78818
0.87086,0.75776
0.86588,0.7623
0.87178,0.74496
