CCV_AUC,SCV_AUC
0.8714,0.81206
0.8727,0.8273
0.86802,0.82698
0.8705,0.81378
0.86992,0.82356
0.86928,0.80328
0.8707,0.8088
0.87072,0.7964
0.86962,0.78244
0.8733,0.81468
