CCV_AUC,SCV_AUC
0.969,0.92324
0.96742,0.90596
0.96928,0.89838
0.9689,0.90596
0.96972,0.92324
0.96852,0.93014
0.97018,0.9141
0.96718,0.91966
0.9703,0.91978
0.96958,0.9251
