CCV_AUC,SCV_AUC
0.82576,0.7767
0.82796,0.7982
0.8246,0.79106
0.82134,0.77536
0.82204,0.77304
0.82412,0.79216
0.82324,0.7946
0.82306,0.7768
0.82486,0.77572
0.82606,0.76456
