CCV_AUC,SCV_AUC
0.8574,0.76278
0.86674,0.79938
0.8621,0.77172
0.85646,0.80746
0.86318,0.76342
0.8575,0.77
0.85974,0.78568
0.85858,0.80876
0.85316,0.80632
0.8569,0.80324
