CCV_AUC,SCV_AUC
0.9646,0.95666
0.95916,0.94484
0.95604,0.95382
0.95952,0.95762
0.96092,0.94972
0.95988,0.9579
0.95928,0.95584
0.95994,0.95254
0.96108,0.94398
0.96212,0.95048
