CCV_AUC,SCV_AUC
0.95974,0.95454
0.95882,0.95062
0.95536,0.95806
0.95866,0.9502
0.95768,0.9627
0.95322,0.95936
0.96218,0.94714
0.95432,0.95562
0.95782,0.94732
0.95756,0.95878
