CCV_AUC,SCV_AUC
0.76764,0.70248
0.76722,0.71408
0.76708,0.70412
0.76636,0.69246
0.7652,0.67382
0.76708,0.7283
0.76384,0.70612
0.77082,0.7242
0.7623,0.69638
0.76666,0.70936
