CCV_AUC,SCV_AUC
0.97134,0.92862
0.97154,0.92046
0.9723,0.9476
0.97212,0.94046
0.971,0.9252
0.97102,0.83746
0.9712,0.9288
0.9703,0.94056
0.97198,0.87226
0.97322,0.93528
