CCV_AUC,SCV_AUC
0.81968,0.7129
0.8163,0.76572
0.82174,0.7608
0.8195,0.75662
0.81742,0.76852
0.81922,0.75296
0.81954,0.75162
0.82284,0.75644
0.8174,0.75418
0.8228,0.75696
