CCV_AUC,SCV_AUC
0.69514,0.66204
0.69774,0.62346
0.69422,0.67956
0.69498,0.62118
0.699,0.62888
0.69808,0.65054
0.6947,0.64232
0.69578,0.65178
0.70212,0.67888
0.69508,0.64182
