CCV_AUC,SCV_AUC
0.93282,0.9084
0.93242,0.91056
0.93128,0.91216
0.93138,0.90148
0.93182,0.91014
0.93346,0.89896
0.93104,0.90828
0.93362,0.90228
0.93018,0.90972
0.93208,0.9024
