CCV_AUC,SCV_AUC
0.7098,0.61618
0.71518,0.61766
0.70654,0.6331
0.70626,0.63054
0.7089,0.62824
0.7062,0.63444
0.70596,0.63236
0.70936,0.6365
0.70518,0.63132
0.70862,0.58798
