CCV_AUC,SCV_AUC
0.95184,0.88104
0.95628,0.83532
0.95788,0.89572
0.9565,0.86086
0.95306,0.8772
0.95728,0.87718
0.95538,0.89418
0.9567,0.89262
0.9551,0.87002
0.95456,0.90596
