CCV_AUC,SCV_AUC
0.68874,0.64164
0.68652,0.60794
0.68762,0.64896
0.68244,0.64804
0.68592,0.64962
0.68766,0.63504
0.68884,0.64526
0.68768,0.63764
0.6859,0.6331
0.68356,0.62906
