CCV_AUC,SCV_AUC
0.9037,0.84094
0.90296,0.8317
0.89996,0.85724
0.90138,0.85794
0.90298,0.8364
0.90186,0.86504
0.89992,0.82958
0.90154,0.83952
0.9026,0.85036
0.90278,0.85452
