CCV_AUC,SCV_AUC
0.95558,0.931
0.95838,0.93046
0.9559,0.93706
0.95494,0.93546
0.95706,0.93464
0.95678,0.92484
0.95916,0.90564
0.95792,0.9177
0.95394,0.93904
0.95912,0.92422
