CCV_AUC,SCV_AUC
0.95538,0.919475
0.96014,0.9433
0.95554,0.910625
0.95584,0.92366
0.95758,0.927
0.95726,0.93202
0.9586,0.89192
0.96056,0.88662
0.9584,0.92148
0.95866,0.94816
