CCV_AUC,SCV_AUC
0.9451,0.93892
0.95168,0.92606
0.94726,0.92582
0.94674,0.91372
0.94882,0.93276
0.94762,0.91876
0.94814,0.9343
0.94744,0.93192
0.9501,0.92568
0.94998,0.91976
