CCV_AUC,SCV_AUC
0.9232,0.83104
0.92314,0.82758
0.92472,0.80506
0.92586,0.81308
0.92736,0.8022
0.92318,0.82218
0.92316,0.83822
0.92756,0.80004
0.92412,0.81606
0.92238,0.80728
