CCV_AUC,SCV_AUC
0.96632,0.92282
0.97,0.91618
0.9686,0.9408
0.96958,0.94526
0.96304,0.92226
0.96624,0.93942
0.96788,0.92962
0.96692,0.9361
0.96836,0.92446
0.96784,0.92906
