CCV_AUC,SCV_AUC
0.95844,0.89796
0.95318,0.8697
0.95908,0.94558
0.95758,0.89475
0.96004,0.896725
0.95474,0.86158
0.95428,0.8833
0.95682,0.92384
0.95332,0.9172
0.95862,0.91978
