CCV_AUC,SCV_AUC
0.75724,0.6438
0.75926,0.63124
0.75902,0.66358
0.75198,0.6497
0.74562,0.64092
0.76568,0.63246
0.75824,0.63722
0.75458,0.64192
0.7557,0.6253
0.75776,0.65602
