CCV_AUC,SCV_AUC
0.83074,0.71822
0.83614,0.72982
0.82534,0.76056
0.8271,0.74388
0.82878,0.72078
0.81986,0.75594
0.82666,0.74512
0.83036,0.7505
0.82926,0.74578
0.82832,0.71568
