CCV_AUC,SCV_AUC
0.9692,0.86422
0.96836,0.86686
0.96798,0.86506
0.96882,0.84616
0.97076,0.88732
0.9674,0.8251
0.96924,0.88072
0.9691,0.8992
0.96786,0.87242
0.96788,0.8456
