CCV_AUC,SCV_AUC
0.86132,0.74912
0.86798,0.74896
0.86134,0.7398
0.8531,0.76174
0.8616,0.72744
0.86516,0.76556
0.86368,0.73606
0.86366,0.72158
0.86672,0.79026
0.86362,0.77254
