CCV_AUC,SCV_AUC
0.79372,0.74642
0.7948,0.74938
0.8001,0.75912
0.79942,0.74662
0.7931,0.7597
0.7974,0.74006
0.80054,0.75082
0.79976,0.75698
0.79606,0.77204
0.79958,0.76062
