CCV_AUC,SCV_AUC
0.80778,0.75194
0.80292,0.74798
0.80548,0.74062
0.80476,0.74192
0.80582,0.74018
0.80374,0.742
0.80344,0.77052
0.80724,0.76108
0.8072,0.72532
0.80736,0.70696
