CCV_AUC,SCV_AUC
0.79432,0.7053
0.79658,0.73168
0.79206,0.7263
0.79364,0.70968
0.79356,0.69892
0.79814,0.70802
0.79444,0.7192
0.79298,0.70048
0.78896,0.72436
0.79808,0.7025
