CCV_AUC,SCV_AUC
0.92218,0.86804
0.92306,0.8591
0.92458,0.8797
0.92086,0.86952
0.91812,0.86942
0.9236,0.88136
0.92388,0.87846
0.92158,0.89014
0.92274,0.88938
0.9242,0.86728
